,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.733,0.4581,0.7714,0.6,0.25,,0.3529,0.3585,0.9323,15,743,45,10
0_1,0.8364,0.5605,0.8134,0.68,0.2881,,0.4048,0.417,0.9385,17,746,42,8
0_2,0.751,0.3823,0.7476,0.56,0.2154,,0.3111,0.3153,0.9237,14,737,51,11
0_3,0.8052,0.4631,0.7359,0.52,0.2549,,0.3421,0.3359,0.9385,13,750,38,12
0_4,0.804,0.5137,0.7645,0.6,0.2113,,0.3125,0.3234,0.9188,15,732,56,10
0_5,0.7897,0.4424,0.7451,0.56,0.2029,,0.2979,0.3037,0.9188,14,733,55,11
0_6,0.7711,0.3895,0.7645,0.6,0.2113,,0.3125,0.3234,0.9188,15,732,56,10
0_7,0.8434,0.4717,0.7857,0.64,0.2286,,0.3368,0.3517,0.9225,16,734,54,9
0_8,0.8203,0.6495,0.8279,0.7308,0.2436,,0.3654,0.3918,0.9188,19,728,59,7
0_9,0.711,0.3246,0.712,0.48,0.2143,,0.2963,0.2891,0.9298,12,743,44,13
0_Mean,0.7865,0.4656,0.7668,0.5971,0.232,,0.3332,0.341,0.9261,15.0,737.8,50.0,10.1
0_SD,0.0442,0.0933,0.0351,0.0738,0.0268,,0.0343,0.0397,0.0081,2.0,7.2387844283415435,7.180219742846005,1.7919573407620815
Mean,0.7865,0.4655,0.7668,0.5971,0.232,,0.3332,0.341,0.926,15.0,737.8,50.0,10.1
SD,0.0442,0.0933,0.0351,0.0738,0.0267,,0.0343,0.0397,0.0081,2.0,7.2388,7.1802,1.792
