,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6239,0.1686,0.5898,0.5286,0.1375,,0.2183,0.1095,0.6395,37,433,232,33
0_1,0.6631,0.181,0.6079,0.5286,0.151,,0.2349,0.1344,0.6721,37,457,208,33
0_2,0.5694,0.1384,0.5568,0.4203,0.1245,,0.1921,0.0712,0.6676,29,461,204,40
0_3,0.6499,0.1891,0.616,0.5507,0.152,,0.2382,0.1428,0.6689,38,453,212,31
0_4,0.6103,0.1325,0.5828,0.5,0.1362,,0.2141,0.102,0.6499,35,442,222,35
0_5,0.6969,0.2422,0.6667,0.6286,0.1833,,0.2839,0.2087,0.6975,44,468,196,26
0_6,0.6218,0.1457,0.6069,0.5571,0.1461,,0.2315,0.1305,0.6471,39,436,228,31
0_7,0.6059,0.2241,0.6122,0.5,0.1606,,0.2431,0.1442,0.703,35,481,183,35
0_8,0.6608,0.1777,0.6486,0.6286,0.1667,,0.2635,0.1819,0.6649,44,444,220,26
0_9,0.6601,0.2186,0.6272,0.5286,0.1689,,0.2561,0.1634,0.7071,37,482,182,33
0_Mean,0.6362,0.1818,0.6115,0.5371,0.1527,,0.2375,0.1389,0.6718,37.5,455.7,208.7,32.3
0_SD,0.0368,0.0375,0.0316,0.0614,0.0177,,0.0263,0.0398,0.0238,4.377975178854566,17.47410782971321,17.60082068793637,4.191260749066641
Mean,0.6362,0.1818,0.6115,0.5371,0.1527,,0.2376,0.1389,0.6718,37.5,455.7,208.7,32.3
SD,0.0368,0.0375,0.0316,0.0614,0.0176,,0.0263,0.0398,0.0238,4.378,17.4741,17.6008,4.1913
