,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.72,0.108,0.6361,0.3636,0.1446,,0.2069,0.1774,0.8863,12,705,71,21
0_1,0.8865,0.2928,0.7499,0.5758,0.2436,,0.3423,0.3349,0.9098,19,717,59,14
0_2,0.8065,0.2091,0.6683,0.4242,0.1707,,0.2435,0.2206,0.8925,14,708,68,19
0_3,0.8155,0.2131,0.6786,0.4242,0.2121,,0.2828,0.2581,0.9122,14,724,52,19
0_4,0.8237,0.1702,0.7205,0.5312,0.1954,,0.2857,0.2775,0.8948,17,706,70,15
0_5,0.8497,0.269,0.768,0.625,0.2247,,0.3306,0.3339,0.8998,20,707,69,12
0_6,0.8255,0.2818,0.7205,0.5312,0.1954,,0.2857,0.2775,0.8948,17,706,70,15
0_7,0.8533,0.1967,0.727,0.5312,0.2208,,0.3119,0.3015,0.9072,17,716,60,15
0_8,0.8194,0.1265,0.6724,0.4375,0.1628,,0.2373,0.218,0.8886,14,704,72,18
0_9,0.8588,0.2147,0.7152,0.5,0.2286,,0.3137,0.2984,0.9134,16,722,54,16
0_Mean,0.8259,0.2082,0.7056,0.4944,0.1999,,0.284,0.2698,0.8999,16.0,711.5,64.5,16.4
0_SD,0.0445,0.062,0.0407,0.0803,0.0321,,0.0435,0.0517,0.01,2.494438257849294,7.516648189186454,7.516648189186454,2.7568097504180447
Mean,0.8259,0.2082,0.7056,0.4944,0.1999,,0.284,0.2698,0.8999,16.0,711.5,64.5,16.4
SD,0.0445,0.062,0.0407,0.0803,0.0321,,0.0435,0.0517,0.01,2.4944,7.5166,7.5166,2.7568
