,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8086,0.3564,0.7666,0.6923,0.0662,,0.1208,0.1792,0.8385,9,671,127,4
0_1,0.7852,0.3989,0.7672,0.6923,0.0667,,0.1216,0.1802,0.8397,9,672,126,4
0_2,0.8216,0.4307,0.8055,0.75,0.075,,0.1364,0.2078,0.8593,9,687,111,3
0_3,0.8144,0.424,0.7961,0.75,0.0667,,0.1224,0.1919,0.8407,9,672,126,3
0_4,0.7798,0.3611,0.7393,0.6154,0.0684,,0.1231,0.1711,0.8593,8,688,109,5
0_5,0.8367,0.4515,0.8162,0.7692,0.084,,0.1515,0.2245,0.8617,10,688,109,3
0_6,0.7038,0.311,0.7008,0.5385,0.0603,,0.1085,0.1441,0.858,7,688,109,6
0_7,0.7099,0.3124,0.7046,0.5385,0.0636,,0.1138,0.1501,0.8654,7,694,103,6
0_8,0.8149,0.361,0.7728,0.6923,0.0714,,0.1295,0.1891,0.8506,9,680,117,4
0_9,0.7967,0.4121,0.7897,0.6923,0.0909,,0.1607,0.2223,0.884,9,707,90,4
0_Mean,0.7872,0.3819,0.7659,0.6731,0.0713,,0.1288,0.186,0.8557,8.6,684.7,112.7,4.2
0_SD,0.0456,0.049,0.0399,0.0831,0.0095,,0.0164,0.0272,0.014,0.9660917830792958,11.32401577768829,11.690927156465298,1.1352924243950935
Mean,0.7872,0.3819,0.7659,0.6731,0.0713,,0.1288,0.186,0.8557,8.6,684.7,112.7,4.2
SD,0.0456,0.049,0.0399,0.0831,0.0095,,0.0164,0.0272,0.014,0.9661,11.324,11.6909,1.1353
