,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.812,0.3818,0.7608,0.6364,0.0707,,0.1273,0.1843,0.8819,7,710,92,4
0_1,0.8115,0.2912,0.8125,0.7273,0.0889,,0.1584,0.2301,0.8954,8,720,82,3
0_2,0.743,0.3407,0.7358,0.6,0.055,,0.1008,0.1526,0.8682,6,699,103,4
0_3,0.6717,0.0786,0.6451,0.4,0.0435,,0.0784,0.101,0.8842,4,714,88,6
0_4,0.8476,0.3592,0.8389,0.8,0.0755,,0.1379,0.2219,0.8768,8,704,98,2
0_5,0.7401,0.2901,0.7414,0.6,0.06,,0.1091,0.162,0.8793,6,708,94,4
0_6,0.8026,0.3577,0.7964,0.7,0.0753,,0.1359,0.2053,0.8904,7,716,86,3
0_7,0.8451,0.2431,0.8081,0.7273,0.0825,,0.1481,0.2196,0.8867,8,712,89,3
0_8,0.7654,0.3285,0.7209,0.5455,0.0674,,0.12,0.1635,0.8916,6,718,83,5
0_9,0.7416,0.1762,0.7159,0.5455,0.0619,,0.1111,0.1539,0.8818,6,710,91,5
0_Mean,0.7781,0.2847,0.7576,0.6282,0.0681,,0.1227,0.1794,0.8836,6.6,711.1,90.6,3.9
0_SD,0.0555,0.0951,0.0579,0.1163,0.0135,,0.0238,0.0405,0.0079,1.2649110640673518,6.402256546631733,6.535373831014651,1.1972189997378648
Mean,0.7781,0.2847,0.7576,0.6282,0.0681,,0.1227,0.1794,0.8836,6.6,711.1,90.6,3.9
SD,0.0555,0.0951,0.0579,0.1163,0.0135,,0.0238,0.0405,0.0079,1.2649,6.4023,6.5354,1.1972
