,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6146,0.6978,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_1,0.6875,0.8155,0.6667,0.5,0.8,,0.6154,0.3443,0.6429,4,5,1,4
0_2,0.7604,0.8635,0.6875,0.875,0.7,,0.7778,0.4108,0.7143,7,3,3,1
0_3,0.8333,0.9017,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_4,0.875,0.9337,0.875,0.75,1.0,,0.8571,0.75,0.8571,6,6,0,2
0_5,0.5521,0.7227,0.4167,0.5,0.5,,0.5,-0.1667,0.4286,4,2,4,4
0_6,0.6354,0.7109,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_7,0.7604,0.8292,0.6667,1.0,0.6667,,0.8,0.4714,0.7143,8,2,4,0
0_8,0.4444,0.7381,0.3222,0.4444,0.5,,0.4706,-0.3443,0.3571,4,1,4,5
0_9,0.8625,0.8847,0.9,1.0,0.8889,,0.9412,0.8433,0.9231,8,4,1,0
0_Mean,0.7026,0.8098,0.6556,0.7444,0.7167,,0.7197,0.3385,0.6709,6.0,3.3,2.5,2.1
0_SD,0.1418,0.0868,0.1803,0.2039,0.1572,,0.1528,0.3697,0.1747,1.5634719199411433,1.4944341180973264,1.4337208778404378,1.728840330651992
Mean,0.7026,0.8098,0.6556,0.7444,0.7167,,0.7197,0.3385,0.6709,6.0,3.3,2.5,2.1
SD,0.1418,0.0868,0.1803,0.2039,0.1572,,0.1528,0.3697,0.1747,1.5635,1.4944,1.4337,1.7288
