,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6666,0.2964,0.6266,0.5,0.0583,,0.1043,0.0986,0.7457,12,592,194,12
0_1,0.7784,0.2809,0.7487,0.7391,0.0821,,0.1478,0.1895,0.7577,17,596,190,6
0_2,0.5981,0.1688,0.5843,0.3913,0.0489,,0.087,0.0669,0.7664,9,611,175,14
0_3,0.6531,0.2411,0.6387,0.5217,0.0588,,0.1057,0.1062,0.7491,12,594,192,11
0_4,0.7358,0.2764,0.6898,0.6087,0.0722,,0.129,0.1478,0.7664,14,606,180,9
0_5,0.6168,0.1937,0.6195,0.4783,0.0553,,0.0991,0.0923,0.7528,11,598,188,12
0_6,0.5792,0.2082,0.5422,0.3478,0.0372,,0.0672,0.0318,0.7256,8,579,207,15
0_7,0.6823,0.2224,0.6841,0.6087,0.069,,0.1239,0.1412,0.7553,14,597,189,9
0_8,0.7062,0.308,0.6934,0.625,0.0743,,0.1327,0.1516,0.7577,15,598,187,9
0_9,0.6963,0.2621,0.687,0.625,0.0708,,0.1271,0.1443,0.7454,15,588,197,9
0_Mean,0.6713,0.2458,0.6514,0.5446,0.0627,,0.1124,0.117,0.7522,12.7,595.9,189.9,10.6
0_SD,0.0622,0.0465,0.0608,0.1193,0.0135,,0.0242,0.0466,0.0119,2.8303906287138374,8.86253036352736,8.799621203968574,2.716206504995115
Mean,0.6713,0.2458,0.6514,0.5446,0.0627,,0.1124,0.117,0.7522,12.7,595.9,189.9,10.6
SD,0.0621,0.0465,0.0608,0.1193,0.0135,,0.0242,0.0466,0.0119,2.8304,8.8625,8.7996,2.7162
