,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.484,0.0018,0.4908,0.0,0.0,,,-0.0083,0.9779,0,796,15,3
0_1,0.8257,0.4558,0.8247,0.6667,0.125,,0.2105,0.2835,0.9816,2,797,14,1
0_2,0.4809,0.0018,0.4889,0.0,0.0,,,-0.0091,0.9742,0,793,18,3
0_3,0.7334,0.026,0.7383,0.5,0.05,,0.0909,0.1524,0.9754,1,792,19,1
0_4,0.7389,0.2845,0.7401,0.5,0.0588,,0.1053,0.1663,0.9791,1,795,16,1
0_5,0.6512,0.1983,0.6549,0.3333,0.05,,0.087,0.1213,0.9742,1,791,19,2
0_6,0.8216,0.4027,0.8179,0.6667,0.0741,,0.1333,0.2151,0.968,2,785,25,1
0_7,0.6525,0.1991,0.6586,0.3333,0.0714,,0.1176,0.1479,0.9815,1,797,13,2
0_8,0.6547,0.2131,0.6568,0.3333,0.0588,,0.1,0.1329,0.9779,1,794,16,2
0_9,0.6537,0.1941,0.6531,0.3333,0.0435,,0.0769,0.112,0.9705,1,788,22,2
0_Mean,0.6697,0.1977,0.6724,0.3667,0.0532,,0.1152,0.1314,0.976,1.0,792.8,17.7,1.8
0_SD,0.119,0.1573,0.116,0.2331,0.0362,,0.0424,0.0893,0.0045,0.6666666666666666,3.9384147967311813,3.7133393177689658,0.7888106377466155
Mean,0.6697,0.1977,0.6724,0.3667,0.0532,,0.1152,0.1314,0.976,1.0,792.8,17.7,1.8
SD,0.119,0.1573,0.116,0.2331,0.0361,,0.0424,0.0893,0.0045,0.6667,3.9384,3.7133,0.7888
