,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6648,0.2774,0.6548,0.5455,0.0896,,0.1538,0.1417,0.7553,18,593,183,15
0_1,0.8011,0.4217,0.756,0.7273,0.1257,,0.2143,0.2385,0.7824,24,609,167,9
0_2,0.7777,0.3598,0.7383,0.697,0.1186,,0.2026,0.2208,0.7763,23,605,171,10
0_3,0.7985,0.3896,0.7638,0.7273,0.1341,,0.2264,0.2514,0.7973,24,621,155,9
0_4,0.7591,0.2991,0.7336,0.6875,0.114,,0.1956,0.2137,0.776,22,605,171,10
0_5,0.8346,0.3974,0.8201,0.8438,0.1459,,0.2488,0.2971,0.7983,27,618,158,5
0_6,0.8109,0.4013,0.7759,0.7812,0.1232,,0.2128,0.2482,0.771,25,598,178,7
0_7,0.7437,0.3315,0.7134,0.6562,0.1055,,0.1818,0.1932,0.7661,21,598,178,11
0_8,0.7657,0.36,0.7252,0.6875,0.1068,,0.1849,0.2015,0.7599,22,592,184,10
0_9,0.8195,0.3635,0.7471,0.6875,0.1279,,0.2157,0.2355,0.802,22,626,150,10
0_Mean,0.7776,0.3601,0.7428,0.7041,0.1191,,0.2037,0.2242,0.7785,22.8,606.5,169.5,9.6
0_SD,0.0488,0.0461,0.0431,0.0781,0.016,,0.0264,0.0413,0.0164,2.440400695696417,11.881357947081076,11.881357947081076,2.590581230363393
Mean,0.7776,0.3601,0.7428,0.7041,0.1191,,0.2037,0.2242,0.7785,22.8,606.5,169.5,9.6
SD,0.0488,0.0461,0.0431,0.0781,0.016,,0.0264,0.0413,0.0164,2.4404,11.8814,11.8814,2.5906
