,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7775,0.7099,0.5312,0.1635,0.25,0.2444,0.8745
0_1,0.8894,0.8161,0.75,0.2069,0.3243,0.3515,0.877
0_2,0.7282,0.6592,0.4375,0.1308,0.2014,0.1832,0.8635
0_3,0.8211,0.745,0.5938,0.19,0.2879,0.2901,0.8844
0_4,0.8221,0.781,0.6875,0.1833,0.2895,0.3081,0.8672
0_5,0.7819,0.701,0.5312,0.1441,0.2267,0.2219,0.8573
0_6,0.8295,0.7334,0.5758,0.1827,0.2774,0.2758,0.8782
0_7,0.7894,0.7012,0.5152,0.1619,0.2464,0.2367,0.8721
0_8,0.7737,0.6973,0.5152,0.1532,0.2361,0.2268,0.8647
0_9,0.7887,0.6777,0.4848,0.1368,0.2133,0.1998,0.8549
0_Mean,0.8002,0.7222,0.5622,0.1653,0.2553,0.2538,0.8694
0_SD,0.0431,0.0478,0.0943,0.0249,0.0386,0.052,0.0095
Mean,0.8002,0.7222,0.5622,0.1653,0.2553,0.2538,0.8694
SD,0.0431,0.0478,0.0943,0.0249,0.0387,0.052,0.0095
