,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.509,0.4349,0.4857,0.8421,0.0228,,0.0443,-0.0129,0.146,16,102,687,3
0_1,0.5069,0.415,0.5075,0.85,0.0252,,0.0489,0.0063,0.1819,17,130,658,3
0_2,0.4743,0.3568,0.4874,0.7895,0.0228,,0.0444,-0.0098,0.1995,15,146,642,4
0_3,0.4083,0.3035,0.4671,0.7895,0.0218,,0.0424,-0.0283,0.1599,15,114,674,4
0_4,0.549,0.4618,0.546,0.9474,0.026,,0.0506,0.0399,0.1636,18,114,674,1
0_5,0.52,0.4352,0.5102,0.8947,0.0241,,0.0469,0.0093,0.1437,17,99,689,2
0_6,0.494,0.3831,0.5267,0.8947,0.025,,0.0486,0.0222,0.176,17,125,663,2
0_7,0.5687,0.488,0.5679,1.0,0.0271,,0.0529,0.0607,0.1561,19,107,681,0
0_8,0.5461,0.4617,0.5397,0.9474,0.0256,,0.0499,0.0358,0.1512,18,104,684,1
0_9,0.561,0.4621,0.5574,0.9474,0.0267,,0.0519,0.0469,0.1859,18,132,656,1
0_Mean,0.5137,0.4202,0.5196,0.8903,0.0247,,0.0481,0.017,0.1664,17.0,117.3,670.8,2.1
0_SD,0.048,0.057,0.0335,0.0716,0.0018,,0.0035,0.029,0.0186,1.3333333333333333,15.398773399924496,15.512002521345277,1.3703203194062978
Mean,0.5137,0.4202,0.5196,0.8903,0.0247,,0.0481,0.017,0.1664,17.0,117.3,670.8,2.1
SD,0.048,0.057,0.0335,0.0716,0.0018,,0.0035,0.029,0.0186,1.3333,15.3988,15.512,1.3703
