,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8,0.0629,0.4994,0.0,0.0,,,-0.0028,0.9926,0,805,1,5
0_1,0.7568,0.4363,0.6988,0.4,0.5,,0.4444,0.4442,0.9938,2,804,2,3
0_2,0.7533,0.3233,0.6,0.2,1.0,,0.3333,0.4461,0.9951,1,806,0,4
0_3,0.6685,0.2083,0.5,0.0,,,,0.0,0.9938,0,806,0,5
0_4,0.7935,0.0475,0.4969,0.0,0.0,,,-0.0062,0.9877,0,801,5,5
0_5,0.5622,0.0559,0.4994,0.0,0.0,,,-0.0028,0.9926,0,805,1,5
0_6,0.6213,0.216,0.5988,0.2,0.3333,,0.25,0.2547,0.9926,1,804,2,4
0_7,0.6233,0.0707,0.6238,0.25,0.3333,,0.2857,0.2856,0.9938,1,804,2,3
0_8,0.4263,0.2043,0.5981,0.2,0.25,,0.2222,0.2193,0.9914,1,802,3,4
0_9,0.7389,0.0674,0.5981,0.2,0.25,,0.2222,0.2193,0.9914,1,802,3,4
0_Mean,0.6744,0.1693,0.5713,0.145,0.2963,,0.293,0.1857,0.9925,0.7,803.9,1.9,4.2
0_SD,0.1187,0.1329,0.0691,0.1383,0.3176,,0.0854,0.1807,0.0021,0.6749485577105528,1.728840330651992,1.5238839267549948,0.7888106377466155
Mean,0.6744,0.1693,0.5713,0.145,0.2963,,0.293,0.1857,0.9925,0.7,803.9,1.9,4.2
SD,0.1187,0.1329,0.0691,0.1383,0.3176,,0.0854,0.1807,0.002,0.6749,1.7288,1.5239,0.7888
