,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8363,0.0128,0.4726,0.0,0.0,,,-0.0154,0.9414,0,691,40,3
0_1,0.8493,0.0207,0.6414,0.3333,0.0263,,0.0488,0.0814,0.9469,1,694,37,2
0_2,0.9031,0.0396,0.7267,0.5,0.0556,,0.1,0.1546,0.951,2,696,34,2
0_3,0.7753,0.0647,0.6434,0.3333,0.0286,,0.0526,0.0859,0.9509,1,696,34,2
0_4,0.6514,0.0319,0.6386,0.3333,0.0238,,0.0444,0.0761,0.9413,1,689,41,2
0_5,0.7795,0.0281,0.6461,0.3333,0.0323,,0.0588,0.0927,0.9563,1,700,30,2
0_6,0.7137,0.0394,0.8114,0.6667,0.0588,,0.1081,0.1891,0.955,2,698,32,1
0_7,0.6438,0.0053,0.4849,0.0,0.0,,,-0.0113,0.9659,0,708,22,3
0_8,0.5858,0.0054,0.4808,0.0,0.0,,,-0.0128,0.9577,0,702,28,3
0_9,0.7461,0.0635,0.6468,0.3333,0.0333,,0.0606,0.0946,0.9577,1,701,29,2
0_Mean,0.7484,0.0311,0.6193,0.2833,0.0259,,0.0676,0.0735,0.9524,0.9,697.5,32.7,2.2
0_SD,0.1008,0.0213,0.1106,0.2229,0.0213,,0.0256,0.0695,0.0077,0.7378647873726218,5.582711408148075,5.793674711844519,0.6324555320336759
Mean,0.7484,0.0311,0.6193,0.2833,0.0259,,0.0676,0.0735,0.9524,0.9,697.5,32.7,2.2
SD,0.1008,0.0213,0.1106,0.2229,0.0213,,0.0256,0.0695,0.0077,0.7379,5.5827,5.7937,0.6325
