,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5048,0.0324,0.58,0.4706,0.0315,,0.059,0.0494,0.6848,8,546,246,9
0_1,0.5094,0.0276,0.5209,0.4118,0.0233,,0.0442,0.0124,0.6255,7,499,293,10
0_2,0.5248,0.0257,0.5537,0.4118,0.0282,,0.0528,0.0334,0.6897,7,551,241,10
0_3,0.5831,0.0258,0.5556,0.4118,0.0286,,0.0534,0.0347,0.6934,7,554,238,10
0_4,0.5388,0.0454,0.5537,0.4118,0.0282,,0.0528,0.0334,0.6897,7,551,241,10
0_5,0.6173,0.2109,0.5462,0.4118,0.0269,,0.0505,0.0284,0.6749,7,539,253,10
0_6,0.5736,0.0436,0.5838,0.4706,0.0323,,0.0604,0.0521,0.6922,8,552,240,9
0_7,0.4866,0.0261,0.4753,0.2941,0.0181,,0.034,-0.0149,0.6489,5,520,272,12
0_8,0.5118,0.0332,0.4573,0.2353,0.0155,,0.0291,-0.0263,0.67,4,538,254,13
0_9,0.4317,0.018,0.4516,0.2353,0.015,,0.0282,-0.0295,0.6588,4,529,263,13
0_Mean,0.5282,0.0489,0.5278,0.3765,0.0248,,0.0464,0.0173,0.6728,6.4,537.9,254.1,10.6
0_SD,0.0531,0.0576,0.0493,0.0886,0.0064,,0.012,0.0305,0.0225,1.505545305418162,17.578079783892463,17.578079783892463,1.505545305418162
Mean,0.5282,0.0489,0.5278,0.3765,0.0248,,0.0464,0.0173,0.6728,6.4,537.9,254.1,10.6
SD,0.0531,0.0575,0.0493,0.0886,0.0064,,0.012,0.0304,0.0224,1.5055,17.5781,17.5781,1.5055
