,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7821,0.3829,0.7314,0.52,0.2241,,0.3133,0.3105,0.9299,13,743,45,12
0_1,0.822,0.5794,0.794,0.64,0.2807,,0.3902,0.3975,0.9385,16,747,41,9
0_2,0.7904,0.3476,0.7514,0.56,0.2373,,0.3333,0.3347,0.9311,14,743,45,11
0_3,0.8174,0.4694,0.7248,0.48,0.3333,,0.3934,0.3773,0.9545,12,764,24,13
0_4,0.7842,0.5021,0.7591,0.56,0.2979,,0.3889,0.3833,0.9459,14,755,33,11
0_5,0.7355,0.4886,0.7611,0.5769,0.2586,,0.3571,0.357,0.9336,15,744,43,11
0_6,0.8557,0.6009,0.7984,0.64,0.32,,0.4267,0.4289,0.947,16,753,34,9
0_7,0.8234,0.5642,0.8089,0.68,0.2576,,0.3736,0.3905,0.9298,17,738,49,8
0_8,0.8752,0.6522,0.7914,0.64,0.2623,,0.3721,0.382,0.9335,16,742,45,9
0_9,0.7619,0.4414,0.7384,0.52,0.2766,,0.3611,0.3527,0.9433,13,753,34,12
0_Mean,0.8048,0.5029,0.7659,0.5817,0.2748,,0.371,0.3714,0.9387,14.6,748.2,39.3,10.5
0_SD,0.0423,0.0973,0.0303,0.0656,0.0345,,0.0322,0.0338,0.0086,1.6465452046971292,7.871185143010901,7.732327520797918,1.6499158227686108
Mean,0.8048,0.5029,0.7659,0.5817,0.2748,,0.371,0.3714,0.9387,14.6,748.2,39.3,10.5
SD,0.0423,0.0973,0.0303,0.0656,0.0345,,0.0322,0.0338,0.0086,1.6465,7.8712,7.7323,1.6499
