,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6258,0.2486,0.6258,0.4,0.0787,,0.1316,0.1196,0.8376,10,671,117,15
0_1,0.6699,0.2897,0.6699,0.44,0.1222,,0.1913,0.1869,0.8856,11,709,79,14
0_2,0.5934,0.2059,0.5934,0.32,0.0708,,0.1159,0.0932,0.8499,8,683,105,17
0_3,0.6572,0.2786,0.6572,0.44,0.1,,0.163,0.1587,0.861,11,689,99,14
0_4,0.633,0.2441,0.633,0.36,0.1084,,0.1667,0.1517,0.8893,9,714,74,16
0_5,0.6563,0.2769,0.6563,0.4231,0.1122,,0.1774,0.1689,0.8745,11,700,87,15
0_6,0.6488,0.2733,0.6488,0.44,0.0894,,0.1486,0.1434,0.8448,11,675,112,14
0_7,0.6765,0.3016,0.6765,0.48,0.1071,,0.1752,0.1768,0.8608,12,687,100,13
0_8,0.7095,0.3428,0.7095,0.56,0.112,,0.1867,0.2005,0.8498,14,676,111,11
0_9,0.6158,0.2308,0.6158,0.36,0.0818,,0.1333,0.1169,0.8559,9,686,101,16
0_Mean,0.6486,0.2692,0.6486,0.4223,0.0983,,0.159,0.1517,0.8609,10.6,689.0,98.5,14.5
0_SD,0.0333,0.0389,0.0333,0.0683,0.0171,,0.0255,0.0339,0.0172,1.7126976771553504,14.46835627614047,14.315880847661608,1.7159383568311668
Mean,0.6486,0.2692,0.6486,0.4223,0.0983,,0.159,0.1517,0.8609,10.6,689.0,98.5,14.5
SD,0.0333,0.0389,0.0333,0.0683,0.0171,,0.0255,0.0339,0.0172,1.7127,14.4684,14.3159,1.7159
