,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4578,0.0436,0.4578,0.0588,0.0087,,0.0152,-0.0347,0.8401,1,682,114,16
0_1,0.5555,0.1451,0.5555,0.2353,0.0388,,0.0667,0.0477,0.8622,4,697,99,13
0_2,0.5059,0.108,0.5059,0.1765,0.0224,,0.0397,0.0046,0.8216,3,665,131,14
0_3,0.5635,0.1726,0.5635,0.2941,0.0362,,0.0645,0.0484,0.8216,5,663,133,12
0_4,0.4859,0.0765,0.4859,0.1176,0.0169,,0.0296,-0.0115,0.8387,2,679,116,15
0_5,0.5235,0.111,0.5235,0.1765,0.0283,,0.0488,0.0199,0.8559,3,692,103,14
0_6,0.5222,0.1107,0.5222,0.1765,0.0278,,0.048,0.0187,0.8534,3,690,105,14
0_7,0.5472,0.1429,0.5472,0.2353,0.0345,,0.0602,0.0386,0.8461,4,683,112,13
0_8,0.4915,0.0772,0.4915,0.1176,0.0183,,0.0317,-0.0071,0.8498,2,688,107,15
0_9,0.4495,0.0432,0.4495,0.0588,0.0078,,0.0138,-0.0397,0.8239,1,668,127,16
0_Mean,0.5103,0.1031,0.5103,0.1647,0.024,,0.0418,0.0085,0.8413,2.8,680.7,114.7,14.2
0_SD,0.0394,0.0432,0.0394,0.0774,0.011,,0.0192,0.0318,0.0148,1.3165611772087666,11.851394667107984,12.00971828700962,1.3165611772087666
Mean,0.5103,0.1031,0.5103,0.1647,0.024,,0.0418,0.0085,0.8413,2.8,680.7,114.7,14.2
SD,0.0394,0.0432,0.0394,0.0775,0.011,,0.0192,0.0318,0.0148,1.3166,11.8514,12.0097,1.3166
