,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6482,0.2438,0.5905,0.4583,0.048,,0.087,0.0681,0.7148,11,568,218,13
0_1,0.6494,0.2922,0.5929,0.5217,0.0435,,0.0803,0.0652,0.6601,12,522,264,11
0_2,0.4752,0.1328,0.5181,0.3478,0.0316,,0.058,0.0129,0.6786,8,541,245,15
0_3,0.643,0.2072,0.5941,0.4783,0.046,,0.084,0.0686,0.7033,11,558,228,12
0_4,0.6148,0.2695,0.6082,0.5217,0.0476,,0.0873,0.0777,0.6897,12,546,240,11
0_5,0.5345,0.2214,0.5463,0.4348,0.0358,,0.0662,0.0324,0.6514,10,517,269,13
0_6,0.5733,0.2231,0.5533,0.4348,0.0373,,0.0687,0.0376,0.665,10,528,258,13
0_7,0.5095,0.1991,0.5252,0.3913,0.0325,,0.06,0.0176,0.6514,9,518,268,14
0_8,0.7521,0.2616,0.7489,0.75,0.0833,,0.15,0.1909,0.7478,18,587,198,6
0_9,0.6722,0.305,0.6544,0.6667,0.0539,,0.0997,0.1087,0.6428,16,504,281,8
0_Mean,0.6072,0.2356,0.5932,0.5005,0.046,,0.0841,0.068,0.6805,11.7,538.9,246.9,11.6
0_SD,0.084,0.0505,0.0685,0.1233,0.015,,0.0267,0.0523,0.0335,3.0930028559098792,26.074466011364024,26.134056112453894,2.756809750418044
Mean,0.6072,0.2356,0.5932,0.5005,0.046,,0.0841,0.068,0.6805,11.7,538.9,246.9,11.6
SD,0.0839,0.0505,0.0685,0.1233,0.015,,0.0267,0.0523,0.0335,3.093,26.0745,26.1341,2.7568
