,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7037,0.2952,0.6983,0.44,0.2444,,0.3143,0.2994,0.9406,11,749,34,14
0_1,0.7527,0.4573,0.8125,0.68,0.2833,,0.4,0.4128,0.9369,17,740,43,8
0_2,0.7243,0.3676,0.7481,0.56,0.2188,,0.3146,0.3181,0.9245,14,733,50,11
0_3,0.7266,0.2485,0.6493,0.36,0.1579,,0.2195,0.202,0.9208,9,735,48,16
0_4,0.7449,0.3796,0.7681,0.6,0.2308,,0.3333,0.3413,0.9257,15,733,50,10
0_5,0.7392,0.3312,0.7164,0.48,0.2449,,0.3243,0.314,0.9381,12,746,37,13
0_6,0.7713,0.3779,0.7377,0.52,0.2708,,0.3562,0.3482,0.9418,13,748,35,12
0_7,0.7812,0.3967,0.757,0.56,0.28,,0.3733,0.3694,0.9418,14,747,36,11
0_8,0.7728,0.3668,0.7377,0.52,0.2708,,0.3562,0.3482,0.9418,13,748,35,12
0_9,0.7867,0.503,0.8251,0.6923,0.3529,,0.4675,0.4718,0.9493,18,749,33,8
0_Mean,0.7504,0.3724,0.745,0.5412,0.2555,,0.3459,0.3425,0.9361,13.6,742.8,40.1,11.5
0_SD,0.0275,0.073,0.0515,0.1022,0.0506,,0.0643,0.0711,0.0093,2.6749870196985173,6.828046735503663,6.935416353759881,2.5055493963954847
Mean,0.7503,0.3724,0.745,0.5412,0.2555,,0.3459,0.3425,0.9361,13.6,742.8,40.1,11.5
SD,0.0275,0.073,0.0516,0.1022,0.0506,,0.0643,0.0711,0.0093,2.675,6.828,6.9354,2.5055
