,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7125,0.3201,0.6283,0.5882,0.0365,,0.0687,0.0777,0.6667,10,532,264,7
0_1,0.4806,0.2345,0.5404,0.4375,0.0241,,0.0456,0.0234,0.6392,7,512,284,9
0_2,0.5318,0.236,0.5523,0.4375,0.0257,,0.0486,0.0308,0.6626,7,531,265,9
0_3,0.6849,0.3661,0.6628,0.6875,0.0368,,0.0698,0.0938,0.6392,11,508,288,5
0_4,0.6377,0.2719,0.6198,0.5625,0.0338,,0.0638,0.071,0.6749,9,539,257,7
0_5,0.5241,0.1734,0.4609,0.3125,0.0158,,0.0301,-0.0223,0.6034,5,485,311,11
0_6,0.6565,0.2588,0.6012,0.5294,0.0335,,0.0629,0.0616,0.67,9,535,260,8
0_7,0.6174,0.2871,0.6587,0.6471,0.0403,,0.0759,0.0962,0.67,11,533,262,6
0_8,0.5846,0.2843,0.576,0.5294,0.0291,,0.0552,0.0448,0.6207,9,495,300,8
0_9,0.6594,0.3168,0.6287,0.5882,0.0366,,0.069,0.078,0.6675,10,532,263,7
0_Mean,0.609,0.2749,0.5929,0.532,0.0312,,0.059,0.0555,0.6514,8.8,520.2,275.4,7.7
0_SD,0.0763,0.0538,0.0621,0.1109,0.0075,,0.014,0.0368,0.0245,1.9321835661585918,18.919713411031243,19.00993892093759,1.7029386365926402
Mean,0.6089,0.2749,0.5929,0.532,0.0312,,0.059,0.0555,0.6514,8.8,520.2,275.4,7.7
SD,0.0763,0.0538,0.0621,0.1109,0.0075,,0.014,0.0368,0.0245,1.9322,18.9197,19.0099,1.7029
