,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7262,0.0187,0.733,0.5,0.0385,,0.0714,0.1314,0.9647,1,709,25,1
0_1,0.9544,0.0262,0.7268,0.5,0.0286,,0.0541,0.111,0.9524,1,700,34,1
0_2,0.9734,0.0425,0.7357,0.5,0.0455,,0.0833,0.1441,0.9701,1,713,21,1
0_3,0.9871,0.5476,0.9816,1.0,0.069,,0.129,0.2577,0.9633,2,707,27,0
0_4,0.4782,0.0014,0.483,0.0,0.0,,,-0.0098,0.9633,0,709,25,2
0_5,0.4762,0.0014,0.4823,0.0,0.0,,,-0.01,0.962,0,708,26,2
0_6,0.9833,0.3057,0.985,1.0,0.0833,,0.1538,0.2843,0.9701,2,712,22,0
0_7,0.9871,0.525,0.9809,1.0,0.0345,,0.0667,0.1821,0.9619,1,706,28,0
0_8,0.9884,0.5278,0.9809,1.0,0.0345,,0.0667,0.1821,0.9619,1,706,28,0
0_9,0.9877,0.5263,0.9837,1.0,0.04,,0.0769,0.1967,0.9673,1,710,24,0
0_Mean,0.8542,0.2523,0.8073,0.65,0.0374,,0.0877,0.147,0.9637,1.0,708.0,26.0,0.7
0_SD,0.2142,0.2563,0.2058,0.4116,0.026,,0.0348,0.0982,0.0051,0.6666666666666666,3.6514837167011076,3.6514837167011076,0.8232726023485646
Mean,0.8542,0.2523,0.8073,0.65,0.0374,,0.0877,0.147,0.9637,1.0,708.0,26.0,0.7
SD,0.2141,0.2563,0.2058,0.4116,0.026,,0.0348,0.0982,0.0051,0.6667,3.6515,3.6515,0.8233
