,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7896,0.3835,0.734,0.6316,0.0845,,0.1491,0.1862,0.8317,12,665,130,7
0_1,0.7099,0.3229,0.6864,0.5263,0.0758,,0.1325,0.1527,0.8391,10,673,122,9
0_2,0.7136,0.3231,0.7109,0.5789,0.0809,,0.1419,0.1707,0.8366,11,670,125,8
0_3,0.7641,0.3343,0.6891,0.5556,0.0662,,0.1183,0.1431,0.8167,10,654,141,8
0_4,0.7893,0.351,0.761,0.6667,0.0945,,0.1655,0.2116,0.8512,12,680,115,6
0_5,0.8029,0.3441,0.7528,0.6667,0.0857,,0.1519,0.1971,0.8352,12,667,128,6
0_6,0.7168,0.2486,0.7017,0.5556,0.0763,,0.1342,0.1614,0.8413,10,674,121,8
0_7,0.742,0.1882,0.6904,0.5556,0.0671,,0.1198,0.1448,0.8192,10,656,139,8
0_8,0.7876,0.3493,0.761,0.6667,0.0945,,0.1655,0.2116,0.8512,12,680,115,6
0_9,0.7686,0.3857,0.7339,0.6316,0.0845,,0.1491,0.1862,0.8315,12,664,130,7
0_Mean,0.7584,0.3231,0.7221,0.6035,0.081,,0.1428,0.1765,0.8354,11.1,668.3,126.6,7.3
0_SD,0.0354,0.0609,0.0301,0.0548,0.0098,,0.0167,0.0259,0.0115,0.9944289260117533,8.932462644136212,8.88444333277743,1.0593499054713802
Mean,0.7584,0.3231,0.7221,0.6035,0.081,,0.1428,0.1765,0.8354,11.1,668.3,126.6,7.3
SD,0.0354,0.0609,0.0301,0.0548,0.0098,,0.0167,0.0259,0.0115,0.9944,8.9325,8.8844,1.0593
