,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6878,0.2287,0.6662,0.5263,0.061,,0.1093,0.1251,0.7995,10,640,154,9
0_1,0.6076,0.137,0.5828,0.3684,0.0417,,0.0749,0.0618,0.7872,7,633,161,12
0_2,0.7155,0.2607,0.658,0.5263,0.0565,,0.102,0.1157,0.7835,10,627,167,9
0_3,0.5823,0.1606,0.5458,0.3158,0.0326,,0.0591,0.0331,0.7651,6,616,178,13
0_4,0.7509,0.2318,0.6843,0.5789,0.0618,,0.1117,0.1347,0.7847,11,627,167,8
0_5,0.6638,0.1998,0.6418,0.4737,0.0562,,0.1006,0.1077,0.802,9,643,151,10
0_6,0.6874,0.2578,0.6273,0.4737,0.0492,,0.0891,0.0921,0.7737,9,620,174,10
0_7,0.5845,0.1575,0.5703,0.35,0.0405,,0.0725,0.0532,0.7798,7,627,166,13
0_8,0.6712,0.2541,0.6516,0.5263,0.0535,,0.0971,0.1088,0.7709,10,616,177,9
0_9,0.5543,0.1869,0.5545,0.3158,0.0353,,0.0635,0.0405,0.782,6,629,164,13
0_Mean,0.6505,0.2075,0.6183,0.4455,0.0488,,0.088,0.0873,0.7828,8.5,627.8,165.9,10.6
0_SD,0.0648,0.0456,0.0504,0.0987,0.0106,,0.0191,0.037,0.0116,1.8408935028645435,9.126274644612055,8.99938269487907,1.9550504398153572
Mean,0.6505,0.2075,0.6183,0.4455,0.0488,,0.088,0.0873,0.7828,8.5,627.8,165.9,10.6
SD,0.0648,0.0456,0.0504,0.0987,0.0106,,0.0192,0.037,0.0116,1.8409,9.1263,8.9994,1.9551
