,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5041,0.1965,0.5041,0.375,0.0112,,0.0217,0.0017,0.6303,3,459,266,5
0_1,0.6729,0.3864,0.6729,0.75,0.0201,,0.0391,0.0731,0.5975,6,432,293,2
0_2,0.5707,0.2603,0.5707,0.5,0.0152,,0.0294,0.0306,0.6398,4,465,260,4
0_3,0.7526,0.4509,0.7527,0.875,0.0255,,0.0495,0.1084,0.633,7,457,268,1
0_4,0.5482,0.2334,0.5482,0.4444,0.0156,,0.0302,0.0223,0.6494,4,472,252,5
0_5,0.5891,0.2612,0.5891,0.5,0.0169,,0.0327,0.0396,0.6762,4,491,233,4
0_6,0.4422,0.1328,0.4427,0.25,0.0075,,0.0146,-0.0248,0.6311,2,460,264,6
0_7,0.4496,0.133,0.4496,0.25,0.0078,,0.0152,-0.022,0.6448,2,470,254,6
0_8,0.7552,0.4511,0.7552,0.875,0.0258,,0.0502,0.1099,0.638,7,460,264,1
0_9,0.6733,0.3864,0.6733,0.75,0.0201,,0.0392,0.0734,0.5984,6,432,292,2
0_Mean,0.5958,0.2892,0.5958,0.5569,0.0166,,0.0322,0.0412,0.6339,4.5,459.8,264.6,3.6
0_SD,0.1146,0.1218,0.1146,0.2398,0.0065,,0.0127,0.0491,0.0231,1.90029237516523,17.66226360225539,17.833800616930887,1.9550504398153572
Mean,0.5958,0.2892,0.5958,0.5569,0.0166,,0.0322,0.0412,0.6338,4.5,459.8,264.6,3.6
SD,0.1146,0.1218,0.1146,0.2398,0.0065,,0.0127,0.0491,0.0231,1.9003,17.6623,17.8338,1.9551
