,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.48,0.3524,0.4854,0.6667,0.0284,,0.0545,-0.0108,0.3148,16,239,547,8
0_1,0.5235,0.3674,0.5215,0.6957,0.0302,,0.058,0.015,0.3572,16,273,513,7
0_2,0.5066,0.3667,0.5113,0.6957,0.0294,,0.0563,0.008,0.3375,16,257,529,7
0_3,0.503,0.3242,0.5029,0.6522,0.0287,,0.0549,0.002,0.3622,15,278,508,8
0_4,0.5927,0.4125,0.5867,0.8261,0.0357,,0.0685,0.0607,0.3609,19,273,513,4
0_5,0.5143,0.367,0.5189,0.6957,0.03,,0.0576,0.0133,0.3523,16,269,517,7
0_6,0.5058,0.3454,0.5145,0.6957,0.0296,,0.0568,0.0102,0.3436,16,262,524,7
0_7,0.5475,0.4105,0.5465,0.7826,0.0321,,0.0617,0.0335,0.3239,18,244,542,5
0_8,0.3679,0.2061,0.389,0.4583,0.0202,,0.0387,-0.0803,0.3239,11,251,534,13
0_9,0.4849,0.3323,0.4813,0.625,0.028,,0.0537,-0.0134,0.3461,15,265,520,9
0_Mean,0.5026,0.3485,0.5058,0.6793,0.0292,,0.0561,0.0038,0.3422,15.8,261.1,524.7,7.5
0_SD,0.0575,0.0579,0.051,0.0977,0.0039,,0.0075,0.0365,0.0168,2.097617696340303,13.11021654198655,13.064370546558214,2.41522945769824
Mean,0.5026,0.3485,0.5058,0.6794,0.0292,,0.0561,0.0038,0.3422,15.8,261.1,524.7,7.5
SD,0.0574,0.0579,0.051,0.0977,0.0039,,0.0075,0.0365,0.0168,2.0976,13.1102,13.0644,2.4152
