,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5626,0.3762,0.5312,0.7143,0.0284,,0.0546,0.0209,0.3577,15,274,513,6
0_1,0.4715,0.3265,0.4677,0.619,0.0236,,0.0455,-0.0221,0.3243,13,249,538,8
0_2,0.4059,0.2545,0.4176,0.5238,0.0199,,0.0383,-0.0564,0.3168,11,245,542,10
0_3,0.5471,0.405,0.5505,0.7727,0.0312,,0.06,0.0351,0.3403,17,258,528,5
0_4,0.5839,0.4234,0.5714,0.8095,0.0314,,0.0605,0.0484,0.3457,17,262,524,4
0_5,0.4375,0.3021,0.439,0.5714,0.0215,,0.0415,-0.042,0.3135,12,241,545,9
0_6,0.4196,0.3016,0.4327,0.5714,0.0212,,0.0408,-0.0469,0.3011,12,231,555,9
0_7,0.6227,0.4712,0.6076,0.9048,0.0339,,0.0653,0.0744,0.3259,19,244,542,2
0_8,0.5624,0.3994,0.5765,0.8095,0.0319,,0.0614,0.0514,0.3556,17,270,516,4
0_9,0.5228,0.3748,0.5238,0.7143,0.0278,,0.0536,0.0161,0.3432,15,262,524,6
0_Mean,0.5136,0.3635,0.5118,0.7011,0.0271,,0.0521,0.0079,0.3324,14.8,253.6,532.7,6.3
0_SD,0.0751,0.0661,0.0678,0.1257,0.0051,,0.0099,0.0465,0.0189,2.699794230842212,13.753383422109469,13.703608608278657,2.6267851073127395
Mean,0.5136,0.3635,0.5118,0.7011,0.0271,,0.0522,0.0079,0.3324,14.8,253.6,532.7,6.3
SD,0.0752,0.0661,0.0677,0.1257,0.0051,,0.0099,0.0465,0.0189,2.6998,13.7534,13.7036,2.6268
