,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8685,0.4973,0.0,0.0,,-0.0039,0.9918
0_1,0.6219,0.748,0.5,0.25,0.3333,0.3511,0.9946
0_2,0.5708,0.7452,0.5,0.125,0.2,0.2462,0.9891
0_3,0.2875,0.4966,0.0,0.0,,-0.0031,0.9918
0_4,0.9986,0.9973,1.0,0.2,0.3333,0.446,0.9946
0_5,0.5736,0.4973,0.0,0.0,,-0.0027,0.9932
0_6,0.4894,0.498,0.0,0.0,,-0.0033,0.9932
0_7,0.7592,0.4973,0.0,0.0,,-0.0039,0.9918
0_8,0.8956,0.7445,0.5,0.1111,0.1818,0.2317,0.9878
0_9,0.9707,0.4932,0.0,0.0,,-0.0061,0.9837
0_Mean,0.7036,0.6215,0.25,0.0686,0.2621,0.1252,0.9912
0_SD,0.2323,0.1768,0.3536,0.0963,0.0826,0.1763,0.0034
Mean,0.7036,0.6215,0.25,0.0686,0.2621,0.1252,0.9912
SD,0.2323,0.1768,0.3536,0.0963,0.0825,0.1763,0.0034
