,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8427,0.6958,0.4118,0.3043,0.35,0.338,0.968
0_1,0.5636,0.5826,0.1765,0.25,0.2069,0.196,0.9717
0_2,0.724,0.6914,0.4118,0.2333,0.2979,0.2906,0.9594
0_3,0.7882,0.6088,0.2353,0.2222,0.2286,0.2117,0.9667
0_4,0.741,0.6456,0.3125,0.2273,0.2632,0.2492,0.9655
0_5,0.8782,0.6462,0.3125,0.2381,0.2703,0.256,0.9667
0_6,0.6753,0.5224,0.0625,0.0667,0.0645,0.0463,0.9642
0_7,0.6818,0.4943,0.0,0.0,,-0.015,0.9692
0_8,0.7733,0.5218,0.0625,0.0625,0.0625,0.0436,0.963
0_9,0.6861,0.6658,0.3529,0.2609,0.3,0.2861,0.9655
0_Mean,0.7354,0.6075,0.2338,0.1865,0.2271,0.1902,0.966
0_SD,0.0911,0.0739,0.1515,0.1032,0.1016,0.1219,0.0034
Mean,0.7354,0.6075,0.2338,0.1865,0.2271,0.1902,0.966
SD,0.0911,0.0739,0.1515,0.1031,0.1016,0.1219,0.0034
